clientId,flancerId,rating,projectSkills,projectType
CL887,FL7014,5,"['nlp', 'data-entry']",Coordinating travel arrangements and event scheduling for executives.
CL527,FL6460,4,"['ocr', 'crm', 'html', 'virtual-assistant']",Migrating legacy systems to AWS cloud infrastructure.
CL797,FL2502,2,"['animation', 'docker', 'llm']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1227,FL15,1,"['resume-writing', 'translation', 'gcp', 'keras', 'nlp']",Migrating legacy systems to AWS cloud infrastructure.
CL1721,FL3163,1,"['php', 'django', 'linux', 'sql']",Building a secure mobile banking app for Android and iOS.
CL1035,FL9112,5,"['virtual-assistant', 'kubernetes', 'docker']",Migrating legacy systems to AWS cloud infrastructure.
CL664,FL2369,5,"['smm', 'prompt-engineering', 'typescript', 'excel']",Designing RESTful APIs and microservices for SaaS solutions.
CL863,FL7241,2,"['javascript', 'llm', 'bim']",Building a secure mobile banking app for Android and iOS.
CL1057,FL164,1,"['technical-writing', 'tax-preparation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1831,FL8184,4,"['calendar-management', 'javascript', 'animation', 'customer-support']",Developing a scalable e-commerce platform with integrated payment gateways.
CL374,FL7926,3,"['chatbot', 'html', 'indesign']",Implementing CI/CD pipelines for enterprise web applications.
CL300,FL1604,4,"['cv', 'docker', 'mechanical-engineering']",Designing RESTful APIs and microservices for SaaS solutions.
CL1329,FL7055,5,"['illustrator', 'resume-writing', 'rust', 'crm', 'mechanical-engineering']",Designing RESTful APIs and microservices for SaaS solutions.
CL691,FL1988,3,"['nlp', 'photoshop', 'bookkeeping', 'content-marketing', 'etl']",Developing a scalable e-commerce platform with integrated payment gateways.
CL699,FL1200,2,"['azure', 'virtual-assistant', 'javascript']",Designing RESTful APIs and microservices for SaaS solutions.
CL1288,FL1910,3,"['deep-learning', 'translation']",Implementing CI/CD pipelines for enterprise web applications.
CL1247,FL5285,3,"['c#', 'tensorflow', 'translation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL604,FL198,5,"['aws', 'content-marketing', 'seo', 'chatbot', 'python']",Building a secure mobile banking app for Android and iOS.
CL995,FL7297,5,"['lead-generation', 'bookkeeping', 'creative-writing', 'chatbot', 'technical-writing']",Building a secure mobile banking app for Android and iOS.
CL121,FL7440,2,"['autocad', 'seo', 'tax-preparation', 'data-entry']",Offering bilingual customer support via live chat and phone.
CL1554,FL3927,2,"['c++', 'typescript', 'kubernetes', 'ui-ux', 'sql']",Building a secure mobile banking app for Android and iOS.
CL454,FL7615,1,"['pytorch', 'grant-writing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1330,FL2622,4,"['storyboarding', 'proofreading', 'rust', 'technical-writing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL696,FL2399,5,"['grant-writing', 'storyboarding', 'translation', 'financial-analysis', 'ruby']",Developing a scalable e-commerce platform with integrated payment gateways.
CL610,FL6151,3,"['speech-recognition', 'nlp', 'keras', 'adobe-xd', 'flask']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1390,FL7623,1,"['bash', 'nosql', 'python']",Implementing CI/CD pipelines for enterprise web applications.
CL76,FL9842,4,"['ui-ux', 'grant-writing', 'bim']",Implementing CI/CD pipelines for enterprise web applications.
CL382,FL8954,5,"['calendar-management', 'ocr']",Building a secure mobile banking app for Android and iOS.
CL1667,FL9008,3,"['seo', 'proofreading', 'docker', 'translation']",Implementing CI/CD pipelines for enterprise web applications.
CL429,FL3171,5,"['ocr', 'smm', 'market-research', 'photoshop']",Building a secure mobile banking app for Android and iOS.
CL32,FL1139,5,"['market-research', 'deep-learning', 'affiliate-marketing', 'ui-ux']",Building a secure mobile banking app for Android and iOS.
CL1896,FL1068,2,"['keras', 'node', 'proofreading', 'quickbooks', 'nosql']",Developing a scalable e-commerce platform with integrated payment gateways.
CL382,FL9488,2,"['prompt-engineering', 'video-editing', 'technical-writing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1637,FL2123,2,"['smm', 'indesign', 'spark']",Migrating legacy systems to AWS cloud infrastructure.
CL1531,FL1134,1,"['resume-writing', 'rust', 'figma', 'cv']",Building a secure mobile banking app for Android and iOS.
CL1069,FL4810,4,"['editing', 'go', 'ppc']",Implementing CI/CD pipelines for enterprise web applications.
CL1121,FL8911,1,"['bim', 'order-processing', 'branding']",Migrating legacy systems to AWS cloud infrastructure.
CL1640,FL4222,2,"['kubernetes', 'localization', 'email-marketing', 'affiliate-marketing', 'branding']",Designing RESTful APIs and microservices for SaaS solutions.
CL139,FL4642,5,"['deep-learning', 'blog-writing', 'data-entry', 'css', 'storyboarding']",Migrating legacy systems to AWS cloud infrastructure.
CL1805,FL3548,4,"['keras', 'civil-engineering']",Migrating legacy systems to AWS cloud infrastructure.
CL556,FL4779,5,"['revit', 'javascript', 'photoshop', 'mechanical-engineering', 'ruby']",Migrating legacy systems to AWS cloud infrastructure.
CL1417,FL29,3,"['technical-writing', 'tax-preparation', 'ruby']",Designing RESTful APIs and microservices for SaaS solutions.
CL346,FL1244,1,"['c#', 'cv', 'photoshop']",Implementing CI/CD pipelines for enterprise web applications.
CL256,FL8845,4,"['sql', 'crm', 'c++', 'bim']",Designing RESTful APIs and microservices for SaaS solutions.
CL208,FL6176,3,"['angular', 'adobe-xd', 'flask']",Developing a scalable e-commerce platform with integrated payment gateways.
CL878,FL6860,4,"['cv', 'html']",Designing RESTful APIs and microservices for SaaS solutions.
CL1795,FL6636,4,"['cv', 'grant-writing', 'virtual-assistant', 'azure']",Designing RESTful APIs and microservices for SaaS solutions.
CL1532,FL56,2,"['illustrator', 'javascript', 'excel']",Migrating legacy systems to AWS cloud infrastructure.
CL862,FL462,1,"['typescript', 'cv', 'react', 'smm']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1913,FL3217,5,"['python', 'adobe-xd', 'tensorflow', 'bim', 'content-marketing']",Building a secure mobile banking app for Android and iOS.
CL85,FL1471,3,"['deep-learning', 'kubernetes', 'nosql']",Migrating legacy systems to AWS cloud infrastructure.
CL255,FL6080,4,"['etl', 'data-annotation', 'c#']",Implementing CI/CD pipelines for enterprise web applications.
CL394,FL9510,1,"['animation', 'video-editing', 'ocr']",Migrating legacy systems to AWS cloud infrastructure.
CL6,FL3381,5,"['storyboarding', 'crm', 'html', 'payroll', 'nlp']",Building a secure mobile banking app for Android and iOS.
CL1627,FL6924,1,"['ui-ux', 'speech-recognition', 'devops', 'email-marketing']",Migrating legacy systems to AWS cloud infrastructure.
CL1915,FL1251,2,"['storyboarding', 'speech-recognition']",Designing RESTful APIs and microservices for SaaS solutions.
CL442,FL6613,3,"['tensorflow', 'bookkeeping', 'proofreading']",Developing computer vision models for automated quality inspection.
CL555,FL663,2,"['civil-engineering', 'python']",Implementing CI/CD pipelines for enterprise web applications.
CL1450,FL7348,4,"['crm', 'ocr', 'tax-preparation', 'payroll']",Building a secure mobile banking app for Android and iOS.
CL645,FL4171,5,"['llm', 'crm-support', 'illustrator', 'django']",Implementing CI/CD pipelines for enterprise web applications.
CL122,FL1199,1,"['blog-writing', 'grant-writing', 'financial-analysis']",Building a secure mobile banking app for Android and iOS.
CL1855,FL9698,2,"['technical-writing', 'php', 'c++']",Implementing CI/CD pipelines for enterprise web applications.
CL1588,FL4381,1,"['docker', 'affiliate-marketing', 'prompt-engineering', 'crm', 'smm']",Building a secure mobile banking app for Android and iOS.
CL1319,FL5901,5,"['creative-writing', 'lead-generation']",Building a secure mobile banking app for Android and iOS.
CL1577,FL8967,3,"['css', 'cv', 'angular']",Building a secure mobile banking app for Android and iOS.
CL752,FL7325,4,"['virtual-assistant', 'blog-writing']",Implementing CI/CD pipelines for enterprise web applications.
CL1820,FL4888,1,"['sql', 'solidworks']",Designing RESTful APIs and microservices for SaaS solutions.
CL527,FL7377,2,"['html', 'ppc', 'logo-design', 'live-chat-support']",Developing a scalable e-commerce platform with integrated payment gateways.
CL426,FL157,2,"['docker', 'swift', 'payroll']",Building a secure mobile banking app for Android and iOS.
CL739,FL4312,4,"['email-marketing', 'indesign', 'creative-writing', 'kubernetes']",Migrating legacy systems to AWS cloud infrastructure.
CL290,FL9751,1,"['django', 'revit', 'c++']",Migrating legacy systems to AWS cloud infrastructure.
CL951,FL5696,4,"['video-editing', 'nosql', 'react']",Developing a scalable e-commerce platform with integrated payment gateways.
CL838,FL4058,5,"['lead-generation', 'autocad', 'gcp']",Designing RESTful APIs and microservices for SaaS solutions.
CL1601,FL4677,4,"['javascript', 'revit']",Building a secure mobile banking app for Android and iOS.
CL1892,FL4078,4,"['php', 'branding', 'market-research', 'pytorch']",Building a secure mobile banking app for Android and iOS.
CL1606,FL910,3,"['revit', 'indesign', 'spark', 'rust', 'financial-analysis']",Designing RESTful APIs and microservices for SaaS solutions.
CL376,FL2252,4,"['javascript', 'proofreading', 'angular']",Implementing CI/CD pipelines for enterprise web applications.
CL284,FL2194,1,"['llm', 'linux', 'rust', 'smm']",Implementing CI/CD pipelines for enterprise web applications.
CL1292,FL6234,4,"['linux', 'blog-writing', 'kubernetes', 'gcp']",Migrating legacy systems to AWS cloud infrastructure.
CL1434,FL44,4,"['azure', 'keras', 'affiliate-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL685,FL9392,4,"['rust', 'html', 'calendar-management', 'cv', 'sql']",Developing a scalable e-commerce platform with integrated payment gateways.
CL527,FL3830,5,"['revit', 'copywriting']",Designing RESTful APIs and microservices for SaaS solutions.
CL512,FL5590,1,"['crm-support', 'localization', 'keras']",Migrating legacy systems to AWS cloud infrastructure.
CL1481,FL4561,5,"['calendar-management', 'branding', 'revit']",Migrating legacy systems to AWS cloud infrastructure.
CL874,FL354,3,"['editing', 'animation', 'node']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1150,FL549,4,"['azure', 'django']",Migrating legacy systems to AWS cloud infrastructure.
CL1374,FL2098,4,"['node', 'etl', 'copywriting']",Migrating legacy systems to AWS cloud infrastructure.
CL1082,FL695,3,"['logo-design', 'branding', 'adobe-xd']",Building a secure mobile banking app for Android and iOS.
CL158,FL5085,3,"['aws', 'azure', 'deep-learning', 'ruby', 'civil-engineering']",Designing RESTful APIs and microservices for SaaS solutions.
CL1707,FL4145,3,"['live-chat-support', 'proofreading', 'css']",Developing a scalable e-commerce platform with integrated payment gateways.
CL123,FL3888,3,"['gcp', 'go']",Designing RESTful APIs and microservices for SaaS solutions.
CL1960,FL8618,4,"['smm', 'python', 'kubernetes', 'typescript']",Building a secure mobile banking app for Android and iOS.
CL1583,FL1379,4,"['flask', 'docker', 'swift']",Implementing CI/CD pipelines for enterprise web applications.
CL716,FL9117,5,"['3d-rendering', 'technical-writing', 'translation', 'data-annotation']",Migrating legacy systems to AWS cloud infrastructure.
CL106,FL405,4,"['content-marketing', 'email-marketing', 'blog-writing']",Building a secure mobile banking app for Android and iOS.
CL715,FL3039,2,"['autocad', 'virtual-assistant', 'nosql', 'figma', 'affiliate-marketing']",Implementing CI/CD pipelines for enterprise web applications.
CL36,FL4477,3,"['django', 'deep-learning']",Implementing CI/CD pipelines for enterprise web applications.
CL789,FL5095,2,"['ui-ux', 'adobe-xd', 'resume-writing', 'llm', 'tensorflow']",Implementing CI/CD pipelines for enterprise web applications.
CL546,FL9272,2,"['lead-generation', '3d-rendering', 'content-marketing']",Implementing CI/CD pipelines for enterprise web applications.
CL1962,FL2072,3,"['kubernetes', 'ocr']",Designing RESTful APIs and microservices for SaaS solutions.
CL1361,FL7269,3,"['css', 'php']",Migrating legacy systems to AWS cloud infrastructure.
CL1426,FL497,5,"['quickbooks', 'localization', 'lead-generation']",Designing RESTful APIs and microservices for SaaS solutions.
CL78,FL1360,4,"['localization', 'virtual-assistant', 'lead-generation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1880,FL1425,3,"['bim', 'azure', 'translation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1309,FL7454,1,"['react', 'copywriting', 'revit']",Designing RESTful APIs and microservices for SaaS solutions.
CL387,FL949,4,"['civil-engineering', 'branding', '3d-modeling', 'ppc', 'gcp']",Migrating legacy systems to AWS cloud infrastructure.
CL64,FL1479,3,"['bookkeeping', 'spark', 'typescript', 'blog-writing', 'go']",Designing RESTful APIs and microservices for SaaS solutions.
CL434,FL7424,3,"['azure', 'crm-support', 'logo-design']",Developing a scalable e-commerce platform with integrated payment gateways.
CL766,FL1269,3,"['order-processing', 'llm', 'translation', 'machine-learning']",Migrating legacy systems to AWS cloud infrastructure.
CL620,FL6239,1,"['docker', 'speech-recognition']",Designing RESTful APIs and microservices for SaaS solutions.
CL466,FL3612,1,"['calendar-management', 'tax-preparation', 'order-processing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL583,FL8244,1,"['javascript', 'civil-engineering', 'financial-analysis', 'azure']",Developing a scalable e-commerce platform with integrated payment gateways.
CL933,FL237,4,"['branding', 'market-research']",Designing RESTful APIs and microservices for SaaS solutions.
CL704,FL623,2,"['data-entry', 'affiliate-marketing', 'react', 'javascript', 'figma']",Designing RESTful APIs and microservices for SaaS solutions.
CL649,FL81,1,"['financial-analysis', 'storyboarding', 'gcp', 'c#', 'node']",Designing RESTful APIs and microservices for SaaS solutions.
CL165,FL5155,4,"['autocad', 'customer-support', 'email-marketing', 'tensorflow']",Building a secure mobile banking app for Android and iOS.
CL913,FL137,2,"['azure', 'affiliate-marketing', 'go']",Designing RESTful APIs and microservices for SaaS solutions.
CL1902,FL4315,3,"['virtual-assistant', 'customer-support', 'etl']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1948,FL8683,3,"['crm', 'pytorch', 'bookkeeping']",Designing RESTful APIs and microservices for SaaS solutions.
CL584,FL9609,4,"['deep-learning', 'logo-design', 'flask']",Designing RESTful APIs and microservices for SaaS solutions.
CL1234,FL901,2,"['devops', 'nlp']",Developing a scalable e-commerce platform with integrated payment gateways.
CL968,FL8263,5,"['bookkeeping', 'swift', 'php', 'react']",Designing RESTful APIs and microservices for SaaS solutions.
CL749,FL2771,4,"['react', 'seo', 'ppc']",Designing RESTful APIs and microservices for SaaS solutions.
CL126,FL2199,1,"['seo', 'content-marketing', 'revit', 'c++']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1650,FL4760,4,"['ppc', '3d-modeling', 'storyboarding']",Building a secure mobile banking app for Android and iOS.
CL132,FL1446,2,"['order-processing', 'docker', 'cv']",Building a secure mobile banking app for Android and iOS.
CL1032,FL6074,2,"['affiliate-marketing', 'prompt-engineering', 'tax-preparation']",Designing RESTful APIs and microservices for SaaS solutions.
CL1528,FL5949,2,"['virtual-assistant', 'java', 'creative-writing', 'seo', 'technical-writing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1654,FL7928,4,"['figma', 'editing', 'revit']",Implementing CI/CD pipelines for enterprise web applications.
CL413,FL3710,5,"['illustrator', 'revit']",Developing a scalable e-commerce platform with integrated payment gateways.
CL746,FL1490,4,"['adobe-xd', 'devops', 'django', 'email-marketing', 'figma']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1947,FL7255,2,"['keras', 'spark', '3d-modeling', 'typescript']",Implementing CI/CD pipelines for enterprise web applications.
CL993,FL174,5,"['editing', 'logo-design', 'javascript', 'nosql']",Implementing CI/CD pipelines for enterprise web applications.
CL411,FL6411,4,"['react', 'sql']",Designing RESTful APIs and microservices for SaaS solutions.
CL1126,FL9340,1,"['bookkeeping', 'editing', 'azure']",Migrating legacy systems to AWS cloud infrastructure.
CL1765,FL3908,5,"['solidworks', 'illustrator']",Producing animated explainer videos for marketing campaigns.
CL741,FL8560,1,"['html', 'calendar-management', 'keras', 'figma']",Designing RESTful APIs and microservices for SaaS solutions.
CL554,FL8147,2,"['resume-writing', 'python']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1602,FL5242,3,"['3d-modeling', 'animation', 'live-chat-support', 'proofreading', 'affiliate-marketing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1674,FL4662,2,"['django', 'nosql', 'sql']",Developing a scalable e-commerce platform with integrated payment gateways.
CL505,FL9466,2,"['etl', 'mechanical-engineering', 'copywriting']",Building a secure mobile banking app for Android and iOS.
CL1112,FL2203,5,"['branding', 'smm']",Developing a scalable e-commerce platform with integrated payment gateways.
CL288,FL6698,3,"['copywriting', 'llm', 'python', 'logo-design']",Migrating legacy systems to AWS cloud infrastructure.
CL887,FL1442,2,"['linux', 'devops', 'ocr']",Designing RESTful APIs and microservices for SaaS solutions.
CL875,FL7601,3,"['swift', 'go', 'tax-preparation', 'ui-ux']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1493,FL1392,5,"['financial-analysis', 'editing']",Building a secure mobile banking app for Android and iOS.
CL1698,FL6703,1,"['smm', 'go']",Implementing CI/CD pipelines for enterprise web applications.
CL1880,FL5276,4,"['pytorch', 'c#']",Migrating legacy systems to AWS cloud infrastructure.
CL265,FL5615,1,"['nosql', 'c#']",Implementing CI/CD pipelines for enterprise web applications.
CL1384,FL3504,5,"['gcp', 'illustrator', 'ppc']",Migrating legacy systems to AWS cloud infrastructure.
CL721,FL2239,5,"['editing', 'seo', 'crm', 'payroll']",Designing RESTful APIs and microservices for SaaS solutions.
CL319,FL3315,4,"['localization', 'nlp']",Building a secure mobile banking app for Android and iOS.
CL494,FL5613,3,"['lead-generation', '3d-modeling', 'translation', 'prompt-engineering']",Implementing CI/CD pipelines for enterprise web applications.
CL104,FL4721,3,"['typescript', 'ruby', 'machine-learning', 'php']",Implementing CI/CD pipelines for enterprise web applications.
CL406,FL4026,5,"['rust', 'nlp']",Designing RESTful APIs and microservices for SaaS solutions.
CL1279,FL6584,3,"['revit', 'etl', 'affiliate-marketing']",Implementing CI/CD pipelines for enterprise web applications.
CL1535,FL8332,5,"['logo-design', 'localization', 'grant-writing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL768,FL2719,1,"['copywriting', 'creative-writing', 'deep-learning', 'market-research']",Developing a scalable e-commerce platform with integrated payment gateways.
CL15,FL6472,3,"['c++', 'editing']",Designing RESTful APIs and microservices for SaaS solutions.
CL78,FL7366,1,"['customer-support', 'bim', 'email-marketing']",Building a secure mobile banking app for Android and iOS.
CL620,FL9572,1,"['prompt-engineering', 'market-research', 'payroll']",Building a secure mobile banking app for Android and iOS.
CL1964,FL781,4,"['editing', 'css']",Migrating legacy systems to AWS cloud infrastructure.
CL1697,FL1832,4,"['customer-support', 'go', 'bookkeeping', 'nosql', 'figma']",Migrating legacy systems to AWS cloud infrastructure.
CL597,FL1051,4,"['rust', 'devops', 'excel', 'financial-analysis', 'blog-writing']",Migrating legacy systems to AWS cloud infrastructure.
CL758,FL3018,2,"['3d-rendering', 'crm', 'deep-learning']",Building a secure mobile banking app for Android and iOS.
CL610,FL2783,3,"['html', 'smm', 'technical-writing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1382,FL4475,5,"['sql', 'go']",Implementing CI/CD pipelines for enterprise web applications.
CL684,FL1076,2,"['3d-rendering', 'logo-design']",Implementing CI/CD pipelines for enterprise web applications.
CL1117,FL2577,3,"['content-marketing', 'keras', 'llm', 'linux']",Designing RESTful APIs and microservices for SaaS solutions.
CL163,FL5173,1,"['ruby', 'c#', 'proofreading', 'photoshop']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1540,FL6480,3,"['gcp', 'customer-support', 'crm', 'crm-support']",Building a secure mobile banking app for Android and iOS.
CL1035,FL9691,5,"['crm-support', 'photoshop', 'django']",Migrating legacy systems to AWS cloud infrastructure.
CL735,FL9774,4,"['content-marketing', '3d-rendering', 'financial-analysis']",Implementing CI/CD pipelines for enterprise web applications.
CL1449,FL8531,5,"['customer-support', 'angular', 'etl', 'localization']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1722,FL6325,2,"['solidworks', 'linux', 'smm', 'java']",Building a secure mobile banking app for Android and iOS.
CL1529,FL6647,1,"['video-editing', 'keras', 'creative-writing']",Training deep learning models for medical image classification.
CL1263,FL7683,3,"['excel', 'crm-support', 'grant-writing']",Implementing CI/CD pipelines for enterprise web applications.
CL298,FL3396,3,"['speech-recognition', 'c#', 'bookkeeping']",Developing a scalable e-commerce platform with integrated payment gateways.
CL830,FL5001,3,"['customer-support', 'pytorch']",Migrating legacy systems to AWS cloud infrastructure.
CL1364,FL6606,4,"['resume-writing', 'calendar-management', 'devops', 'virtual-assistant']",Developing a scalable e-commerce platform with integrated payment gateways.
CL667,FL4743,3,"['django', 'etl', 'storyboarding']",Implementing CI/CD pipelines for enterprise web applications.
CL359,FL3507,4,"['c++', 'resume-writing', 'order-processing']",Migrating legacy systems to AWS cloud infrastructure.
CL1642,FL2756,1,"['calendar-management', 'lead-generation', 'linux', 'docker', 'devops']",Designing RESTful APIs and microservices for SaaS solutions.
CL164,FL9762,3,"['azure', 'copywriting']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1887,FL3005,4,"['swift', 'flask', 'sql']",Designing RESTful APIs and microservices for SaaS solutions.
CL597,FL3,5,"['ruby', 'c#']",Building a secure mobile banking app for Android and iOS.
CL1936,FL8244,5,"['azure', 'financial-analysis', 'civil-engineering', 'javascript']",Implementing CI/CD pipelines for enterprise web applications.
CL1491,FL8255,1,"['solidworks', 'proofreading', 'django', 'docker', 'node']",Developing a scalable e-commerce platform with integrated payment gateways.
CL463,FL7912,4,"['python', 'html', '3d-modeling']",Developing a scalable e-commerce platform with integrated payment gateways.
CL299,FL6948,1,"['nosql', 'video-editing']",Migrating legacy systems to AWS cloud infrastructure.
CL1972,FL3249,5,"['sql', 'logo-design', 'storyboarding']",Implementing CI/CD pipelines for enterprise web applications.
CL767,FL4822,1,"['adobe-xd', 'ruby', 'javascript', 'localization', 'excel']",Designing RESTful APIs and microservices for SaaS solutions.
CL485,FL4276,4,"['ppc', 'tensorflow']",Migrating legacy systems to AWS cloud infrastructure.
CL1361,FL4471,2,"['llm', 'customer-support', '3d-modeling', 'ppc']",Developing a scalable e-commerce platform with integrated payment gateways.
CL411,FL6686,2,"['3d-modeling', 'c++', 'flask']",Implementing CI/CD pipelines for enterprise web applications.
CL1094,FL2417,3,"['python', 'html', 'customer-support']",Implementing CI/CD pipelines for enterprise web applications.
CL890,FL2812,2,"['animation', 'etl', 'sql']",Designing RESTful APIs and microservices for SaaS solutions.
CL248,FL4759,3,"['localization', 'spark', 'crm-support']",Migrating legacy systems to AWS cloud infrastructure.
CL77,FL211,1,"['affiliate-marketing', 'smm', 'sql']",Building a secure mobile banking app for Android and iOS.
CL1587,FL215,1,"['calendar-management', 'financial-analysis', 'kubernetes', 'data-annotation', 'bim']",Migrating legacy systems to AWS cloud infrastructure.
CL1705,FL5232,1,"['seo', 'ruby', 'typescript']",Designing RESTful APIs and microservices for SaaS solutions.
CL203,FL1985,4,"['linux', 'email-marketing', 'revit']",Implementing CI/CD pipelines for enterprise web applications.
CL269,FL5289,2,"['gcp', 'nlp']",Developing computer vision models for automated quality inspection.
CL1773,FL7290,1,"['go', 'payroll', 'smm']",Migrating legacy systems to AWS cloud infrastructure.
CL1786,FL1676,3,"['technical-writing', 'llm', 'node', 'keras', 'ui-ux']",Migrating legacy systems to AWS cloud infrastructure.
CL1914,FL5397,1,"['ui-ux', 'virtual-assistant', 'localization']",Implementing CI/CD pipelines for enterprise web applications.
CL1650,FL759,1,"['bim', 'go', 'deep-learning']",Implementing CI/CD pipelines for enterprise web applications.
CL372,FL358,1,"['market-research', 'cv', 'grant-writing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1625,FL6766,5,"['machine-learning', 'civil-engineering']",Implementing CI/CD pipelines for enterprise web applications.
CL438,FL9687,5,"['3d-rendering', 'excel', 'payroll']",Developing a scalable e-commerce platform with integrated payment gateways.
CL153,FL9282,1,"['node', 'angular', 'html', 'lead-generation']",Migrating legacy systems to AWS cloud infrastructure.
CL1632,FL9397,1,"['go', 'etl', 'c++', 'php']",Migrating legacy systems to AWS cloud infrastructure.
CL287,FL2261,3,"['blog-writing', '3d-modeling', 'ppc', 'technical-writing', 'editing']",Migrating legacy systems to AWS cloud infrastructure.
CL641,FL3652,2,"['live-chat-support', 'crm', 'market-research', 'figma', 'flask']",Designing RESTful APIs and microservices for SaaS solutions.
CL129,FL8659,2,"['java', 'spark', 'branding', 'creative-writing']",Migrating legacy systems to AWS cloud infrastructure.
CL411,FL402,3,"['gcp', 'crm', 'spark']",Developing a scalable e-commerce platform with integrated payment gateways.
CL437,FL6904,3,"['3d-modeling', 'swift', 'order-processing', '3d-rendering']",Building a secure mobile banking app for Android and iOS.
CL24,FL6822,3,"['gcp', 'prompt-engineering', 'ui-ux']",Migrating legacy systems to AWS cloud infrastructure.
CL1422,FL3385,2,"['javascript', 'branding', 'financial-analysis']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1066,FL575,4,"['proofreading', 'ui-ux', 'tax-preparation', 'grant-writing']",Migrating legacy systems to AWS cloud infrastructure.
CL1894,FL8672,1,"['etl', 'excel']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1832,FL3730,4,"['quickbooks', 'translation']",Building a secure mobile banking app for Android and iOS.
CL1016,FL8219,3,"['figma', 'seo']",Creating content calendars and managing social media accounts.
CL1384,FL581,2,"['smm', 'c++']",Implementing CI/CD pipelines for enterprise web applications.
CL402,FL9986,2,"['virtual-assistant', 'ui-ux', 'go', 'seo', 'proofreading']",Developing a scalable e-commerce platform with integrated payment gateways.
CL70,FL2420,5,"['html', 'adobe-xd']",Implementing CI/CD pipelines for enterprise web applications.
CL800,FL9064,4,"['excel', 'azure', 'python', 'bash']",Implementing CI/CD pipelines for enterprise web applications.
CL1942,FL1972,3,"['ppc', 'storyboarding', 'data-entry', 'order-processing']",Building a secure mobile banking app for Android and iOS.
CL624,FL2740,1,"['seo', 'autocad']",Building a secure mobile banking app for Android and iOS.
CL1373,FL9635,1,"['react', 'go']",Implementing CI/CD pipelines for enterprise web applications.
CL727,FL418,3,"['html', 'flask', 'solidworks', 'order-processing', 'rust']",Implementing CI/CD pipelines for enterprise web applications.
CL1344,FL8291,4,"['figma', 'crm-support', 'aws']",Designing RESTful APIs and microservices for SaaS solutions.
CL1517,FL3652,3,"['crm', 'market-research', 'figma', 'c++', 'flask']",Building a secure mobile banking app for Android and iOS.
CL1255,FL2443,4,"['go', 'rust', 'bim', 'video-editing']",Migrating legacy systems to AWS cloud infrastructure.
CL1334,FL8802,4,"['django', 'etl', 'storyboarding', 'devops']",Building a secure mobile banking app for Android and iOS.
CL175,FL147,5,"['bookkeeping', 'ppc']",Implementing CI/CD pipelines for enterprise web applications.
CL1268,FL7007,1,"['grant-writing', 'keras']",Developing a scalable e-commerce platform with integrated payment gateways.
CL135,FL802,3,"['3d-modeling', 'email-marketing', 'rust']",Migrating legacy systems to AWS cloud infrastructure.
CL1490,FL5779,5,"['speech-recognition', 'angular', 'smm']",Implementing CI/CD pipelines for enterprise web applications.
CL1668,FL3791,2,"['market-research', 'calendar-management', 'photoshop', 'python']",Migrating legacy systems to AWS cloud infrastructure.
CL1454,FL7329,1,"['c++', 'react', 'kubernetes', 'live-chat-support']",Designing RESTful APIs and microservices for SaaS solutions.
CL449,FL4021,1,"['virtual-assistant', 'lead-generation', 'creative-writing', 'grant-writing', 'c++']",Developing a scalable e-commerce platform with integrated payment gateways.
CL725,FL9913,2,"['deep-learning', 'technical-writing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1802,FL2524,5,"['financial-analysis', 'machine-learning', 'etl', 'smm', 'photoshop']",Migrating legacy systems to AWS cloud infrastructure.
CL126,FL757,1,"['bim', 'video-editing', 'chatbot', 'bookkeeping', 'seo']",Building a secure mobile banking app for Android and iOS.
CL1741,FL8086,1,"['django', 'docker', 'python', 'seo']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1980,FL6242,2,"['javascript', 'live-chat-support', 'email-marketing']",Implementing CI/CD pipelines for enterprise web applications.
